"...1","country_name","city","year","pm10_concentration","pm25_concentration","no2_concentration","pm10_tempcov","pm25_tempcov","no2_tempcov","type_of_stations","population","latitude","longitude","who_ms","clean_city","Region","AreaName","Value","Count","Denominator","Time period","Age","Sex","Area Type","area_type"
585,"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2020,NA,NA,26.371,NA,NA,97,"Urban",256814,52.922983,-1.469507,1,"Derby","East Midlands","Derby",63.745,40,62750,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
586,"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2020,NA,NA,26.371,NA,NA,97,"Urban",256814,52.922983,-1.469507,1,"Derby","East Midlands","Derby",77.7436,25,32157,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
587,"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2020,NA,NA,26.371,NA,NA,97,"Urban",256814,52.922983,-1.469507,1,"Derby","East Midlands","Derby",49.0308,15,30593,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
588,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2017,NA,NA,19.523,NA,NA,21,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",94.1265,20,21248,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
589,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2017,NA,NA,19.523,NA,NA,21,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",94.7688,10,10552,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
590,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2017,NA,NA,19.523,NA,NA,21,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",93.4929,10,10696,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
591,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2018,NA,NA,13.063,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",94.1265,20,21248,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
592,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2018,NA,NA,13.063,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",94.7688,10,10552,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
593,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2018,NA,NA,13.063,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",93.4929,10,10696,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
594,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2019,NA,NA,12.353,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",94.1265,20,21248,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
595,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2019,NA,NA,12.353,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",94.7688,10,10552,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
596,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2019,NA,NA,12.353,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East","Hartlepool",93.4929,10,10696,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
597,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2020,NA,NA,10.005,NA,NA,99,NA,93836,54.683242,-1.203838,1,"Hartlepool","North East","Hartlepool",94.1265,20,21248,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
598,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2020,NA,NA,10.005,NA,NA,99,NA,93836,54.683242,-1.203838,1,"Hartlepool","North East","Hartlepool",94.7688,10,10552,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
599,"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2020,NA,NA,10.005,NA,NA,99,NA,93836,54.683242,-1.203838,1,"Hartlepool","North East","Hartlepool",93.4929,10,10696,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
600,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2018,NA,NA,27.184,NA,NA,31,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber","Kirklees",192.3465,200,103979,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
601,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2018,NA,NA,27.184,NA,NA,31,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber","Kirklees",247.4823,130,52529,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
602,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2018,NA,NA,27.184,NA,NA,31,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber","Kirklees",136.0544,70,51450,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
603,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2019,NA,NA,29.533,NA,NA,19,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber","Kirklees",192.3465,200,103979,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
604,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2019,NA,NA,29.533,NA,NA,19,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber","Kirklees",247.4823,130,52529,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
605,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2019,NA,NA,29.533,NA,NA,19,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber","Kirklees",136.0544,70,51450,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
606,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2020,NA,NA,15.658,NA,NA,89,NA,441290,53.693104,-1.637111,1,"Kirklees","Yorkshire and The Humber","Kirklees",192.3465,200,103979,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
607,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2020,NA,NA,15.658,NA,NA,89,NA,441290,53.693104,-1.637111,1,"Kirklees","Yorkshire and The Humber","Kirklees",247.4823,130,52529,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
608,"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2020,NA,NA,15.658,NA,NA,89,NA,441290,53.693104,-1.637111,1,"Kirklees","Yorkshire and The Humber","Kirklees",136.0544,70,51450,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
609,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2018,NA,NA,13.305,NA,NA,97,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West","Swindon",109.7635,60,54663,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
610,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2018,NA,NA,13.305,NA,NA,97,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West","Swindon",122.6048,35,28547,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
611,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2018,NA,NA,13.305,NA,NA,97,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West","Swindon",76.5814,20,26116,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
612,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2019,NA,NA,13.529,NA,NA,99,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West","Swindon",109.7635,60,54663,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
613,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2019,NA,NA,13.529,NA,NA,99,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West","Swindon",122.6048,35,28547,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
614,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2019,NA,NA,13.529,NA,NA,99,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West","Swindon",76.5814,20,26116,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
615,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2020,NA,NA,9.888,NA,NA,98,NA,222881,51.558061,-1.765678,1,"Swindon","South West","Swindon",109.7635,60,54663,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
616,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2020,NA,NA,9.888,NA,NA,98,NA,222881,51.558061,-1.765678,1,"Swindon","South West","Swindon",122.6048,35,28547,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
617,"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2020,NA,NA,9.888,NA,NA,98,NA,222881,51.558061,-1.765678,1,"Swindon","South West","Swindon",76.5814,20,26116,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
618,"United Kingdom of Great Britain and Northern Ireland","Bury/GBR",2020,15.821,NA,19.191,94,NA,98,"Urban",190708,53.559029,-2.293772,1,"Bury","North West","Bury",162.285,75,46215,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
619,"United Kingdom of Great Britain and Northern Ireland","Bury/GBR",2020,15.821,NA,19.191,94,NA,98,"Urban",190708,53.559029,-2.293772,1,"Bury","North West","Bury",193.0999,45,23304,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
620,"United Kingdom of Great Britain and Northern Ireland","Bury/GBR",2020,15.821,NA,19.191,94,NA,98,"Urban",190708,53.559029,-2.293772,1,"Bury","North West","Bury",130.9415,30,22911,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
621,"United Kingdom of Great Britain and Northern Ireland","Cheshire East/GBR",2020,NA,NA,10.429,NA,NA,96,NA,386667,53.115941,-2.453492,1,"Cheshire East","North West","Cheshire East",124.4562,105,84367,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
622,"United Kingdom of Great Britain and Northern Ireland","Cheshire East/GBR",2020,NA,NA,10.429,NA,NA,96,NA,386667,53.115941,-2.453492,1,"Cheshire East","North West","Cheshire East",174.9598,75,42867,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
623,"United Kingdom of Great Britain and Northern Ireland","Cheshire East/GBR",2020,NA,NA,10.429,NA,NA,96,NA,386667,53.115941,-2.453492,1,"Cheshire East","North West","Cheshire East",72.2892,30,41500,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
624,"United Kingdom of Great Britain and Northern Ireland","Cornwall/GBR",2020,15.688,7.745,NA,89,91,NA,"Urban",573299,50.411463,-4.227678,1,"Cornwall","South West","Cornwall",93.8976,105,111824,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
625,"United Kingdom of Great Britain and Northern Ireland","Cornwall/GBR",2020,15.688,7.745,NA,89,91,NA,"Urban",573299,50.411463,-4.227678,1,"Cornwall","South West","Cornwall",135.7122,75,55264,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
626,"United Kingdom of Great Britain and Northern Ireland","Cornwall/GBR",2020,15.688,7.745,NA,89,91,NA,"Urban",573299,50.411463,-4.227678,1,"Cornwall","South West","Cornwall",61.8812,35,56560,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
627,"United Kingdom of Great Britain and Northern Ireland","Ealing/GBR",2020,24.451,NA,NA,90,NA,NA,"Urban",340341,51.51895,-0.265617,1,"Ealing","London","Ealing",135.5189,115,84859,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
628,"United Kingdom of Great Britain and Northern Ireland","Ealing/GBR",2020,24.451,NA,NA,90,NA,NA,"Urban",340341,51.51895,-0.265617,1,"Ealing","London","Ealing",127.4535,55,43153,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
629,"United Kingdom of Great Britain and Northern Ireland","Ealing/GBR",2020,24.451,NA,NA,90,NA,NA,"Urban",340341,51.51895,-0.265617,1,"Ealing","London","Ealing",143.8642,60,41706,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
630,"United Kingdom of Great Britain and Northern Ireland","Haringey/GBR",2020,NA,NA,24.725,NA,NA,99,"Urban, Urban",266357,51.591714,-0.096736,1,"Haringey","London","Haringey",122.9904,70,56915,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
631,"United Kingdom of Great Britain and Northern Ireland","Haringey/GBR",2020,NA,NA,24.725,NA,NA,99,"Urban, Urban",266357,51.591714,-0.096736,1,"Haringey","London","Haringey",135.925,40,29428,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
632,"United Kingdom of Great Britain and Northern Ireland","Haringey/GBR",2020,NA,NA,24.725,NA,NA,99,"Urban, Urban",266357,51.591714,-0.096736,1,"Haringey","London","Haringey",109.1425,30,27487,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
633,"United Kingdom of Great Britain and Northern Ireland","Hillingdon/GBR",2020,NA,NA,28.032,NA,NA,98,"Urban",309014,51.49633,-0.460861,1,"Hillingdon","London","Hillingdon",157.276,120,76299,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
634,"United Kingdom of Great Britain and Northern Ireland","Hillingdon/GBR",2020,NA,NA,28.032,NA,NA,98,"Urban",309014,51.49633,-0.460861,1,"Hillingdon","London","Hillingdon",196.4395,80,40725,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
635,"United Kingdom of Great Britain and Northern Ireland","Hillingdon/GBR",2020,NA,NA,28.032,NA,NA,98,"Urban",309014,51.49633,-0.460861,1,"Hillingdon","London","Hillingdon",112.4417,40,35574,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
636,"United Kingdom of Great Britain and Northern Ireland","Lewisham/GBR",2020,13.831,8.726,NA,100,100,NA,"Urban",305309,51.449674,-0.037418,1,"Lewisham","London","Lewisham",179.9613,120,66681,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
637,"United Kingdom of Great Britain and Northern Ireland","Lewisham/GBR",2020,13.831,8.726,NA,100,100,NA,"Urban",305309,51.449674,-0.037418,1,"Lewisham","London","Lewisham",221.3124,80,36148,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
638,"United Kingdom of Great Britain and Northern Ireland","Lewisham/GBR",2020,13.831,8.726,NA,100,100,NA,"Urban",305309,51.449674,-0.037418,1,"Lewisham","London","Lewisham",131.0058,40,30533,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
639,"United Kingdom of Great Britain and Northern Ireland","Oldham/GBR",2020,NA,NA,23.393,NA,NA,98,"Urban",237628,53.579218,-2.093846,1,"Oldham","North West","Oldham",319.1732,210,65795,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
640,"United Kingdom of Great Britain and Northern Ireland","Oldham/GBR",2020,NA,NA,23.393,NA,NA,98,"Urban",237628,53.579218,-2.093846,1,"Oldham","North West","Oldham",474.8338,160,33696,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
641,"United Kingdom of Great Britain and Northern Ireland","Oldham/GBR",2020,NA,NA,23.393,NA,NA,98,"Urban",237628,53.579218,-2.093846,1,"Oldham","North West","Oldham",155.7681,50,32099,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
642,"United Kingdom of Great Britain and Northern Ireland","Southwark/GBR",2020,22.202,NA,28.48,75,NA,68,"Urban",320017,51.480499,-0.05955,1,"Southwark","London","Southwark",165.6342,100,60374,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
643,"United Kingdom of Great Britain and Northern Ireland","Southwark/GBR",2020,22.202,NA,28.48,75,NA,68,"Urban",320017,51.480499,-0.05955,1,"Southwark","London","Southwark",222.3422,70,31483,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
644,"United Kingdom of Great Britain and Northern Ireland","Southwark/GBR",2020,22.202,NA,28.48,75,NA,68,"Urban",320017,51.480499,-0.05955,1,"Southwark","London","Southwark",121.145,35,28891,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
645,"United Kingdom of Great Britain and Northern Ireland","Tower Hamlets/GBR",2020,NA,NA,25.399,NA,NA,100,"Urban",331969,51.52253,-0.042155,1,"Tower Hamlets","London","Tower Hamlets",154.1533,105,68114,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
646,"United Kingdom of Great Britain and Northern Ireland","Tower Hamlets/GBR",2020,NA,NA,25.399,NA,NA,100,"Urban",331969,51.52253,-0.042155,1,"Tower Hamlets","London","Tower Hamlets",164.2261,60,36535,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
647,"United Kingdom of Great Britain and Northern Ireland","Tower Hamlets/GBR",2020,NA,NA,25.399,NA,NA,100,"Urban",331969,51.52253,-0.042155,1,"Tower Hamlets","London","Tower Hamlets",142.4998,45,31579,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
648,"United Kingdom of Great Britain and Northern Ireland","Walsall/GBR",2020,NA,NA,13.005,NA,NA,99,NA,286716,52.605621,-2.030523,1,"Walsall","West Midlands","Walsall",254.4774,185,72698,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
649,"United Kingdom of Great Britain and Northern Ireland","Walsall/GBR",2020,NA,NA,13.005,NA,NA,99,NA,286716,52.605621,-2.030523,1,"Walsall","West Midlands","Walsall",357.1429,135,37800,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
650,"United Kingdom of Great Britain and Northern Ireland","Walsall/GBR",2020,NA,NA,13.005,NA,NA,99,NA,286716,52.605621,-2.030523,1,"Walsall","West Midlands","Walsall",143.2747,50,34898,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
651,"United Kingdom of Great Britain and Northern Ireland","West Northamptonshire/GBR",2020,NA,10.32,9.253,NA,97,99,"Urban",406733,52.272257,-0.916605,1,"West Northamptonshire","East Midlands","West Northamptonshire",111.9183,110,98286,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
652,"United Kingdom of Great Britain and Northern Ireland","West Northamptonshire/GBR",2020,NA,10.32,9.253,NA,97,99,"Urban",406733,52.272257,-0.916605,1,"West Northamptonshire","East Midlands","West Northamptonshire",138.1488,70,50670,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
653,"United Kingdom of Great Britain and Northern Ireland","West Northamptonshire/GBR",2020,NA,10.32,9.253,NA,97,99,"Urban",406733,52.272257,-0.916605,1,"West Northamptonshire","East Midlands","West Northamptonshire",84.0054,40,47616,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
